Building Name,Street Address,City,State,Postal,Country,MSA Name,Latitude,Longitude,Elevation,Serving Wire Center CLLI,Building CLLI,Network Build Status,Building Connection Status,Building Category,NPA,NXX,LATA,Demarc Code,Fiber Ownership,Access Medium,Install Interval,Supplier Name,Access Customer Name,Access Floor,Access Room,Ethernet Handoff Type,Minimum Circuit Level,Minimum Quantity to Accept an Order,Special Construction Cost,Customer Unique Key,CB Building Key,Transaction Indicator,Primary NNI Location,Secondary NNI Location,Primary Number,Street Predirection,Street Name,Street Postdirection,Street Suffix,Secondary Designator,Secondary Number,Extra Secondary Designator,Extra Secondary Number,Plus4 Code,Conformed State,Conformed City,Building Notes,Distance Band,LOS Distance 1 Path,LOS Distance 2 Path,ROW Distance 1 Path,ROW Distance 2 Path,LOS Distance 1 Access Point,LOS Distance 2 Access Point,ROW Distance 1 Access Point,ROW Distance 2 Access Point,Comcast Pricing Zone,Indatel Pricing Zone,CenturyLink Pricing Zone,Sprint Pricing Zone,Verizon Pricing Zone,AT&T Pricing Zone,Building Competitive Rating,AT&T Serving Node CLLI,AT&T Unique Key,Pricing Zone,Pricing Type,Wavelength Handoff Type,Wave Zone,Wave Install Interval,Custom Pricing Zone,Lateral Distance,OSP Construction Estimate,OSP Cost per Foot,OSP Cost Zone,Telco_Spend,Tenant_Count,FBL Market ID,MRTL,Territory ID,Pricing Tool,Minimum Contract Value,TCVR,Base Zone,Tenant Band,Telco Spend Band,Active Status,SFDC Access Level,Wave MCV,Mkt-Prof 1,Program Engineering Boundary,Program SWC,MOVAw,MOVAe,Investment Building Eligible,Bundle Tier,SFDC Building Type,Dish Route,Dish 2020,CPQ Ethernet Zone,DASH Eligibility,MKT Rate EVPL 5000,ENNI Eligibility,EPE Approval Code,SWC Status,QM Last Run Date,QM MNO Target,MNO-A ID,MNO-T ID,Dark MCV,MNO-V ID,FRDF Eligible,MDFNp Eligible,FNI,MNO Target,QM FCC ID,SFDC LLOC,FBL Node,FBL Market,FBL Level 6 Demarcs,Texas Express Node,CoStar ID,SFDC Status,SFDC On Off Net,SFDC Building Category 1,SFDC Building Category 2,SFDC Market,SFDC Active Date,SFDC Building Name,SFDC Location Long ID,SFDC Location ID,SFDC Entrance Type,DISH Site ID,TMO Site ID,Sprint Site Id,Verizon Site ID,ATT Site ID,SFDC Building Type.1,NPA- NXX,Ethernet Zone,Horizontal Coordinate,Vertical Coordinate,Protection Type,Handoff Pricing,Diversity Type,Tenant Count,Building Sq Footage,Building Floors,Property Type,Address Status,id,Barriers,Modified Date,Modified By,Status,UniqueID,geometry,Distances_from_splice,Distances_from_path
25261 Beach Pl,25261 Beach Pl,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.922377,-77.540252,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,25261,,Beach,,Pl,,,,,,,,No,1501+ feet,1684.0,,2667.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,delta_new,21,POINT (-77.540252 38.922377),1.4210854715202004e-14,1.4210854715202004e-14
44206 Lavin Ln,44206 Lavin Ln,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.916581,-77.473656,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,44206,,Lavin,,Ln,,,,,,,,No,1501+ feet,1673.0,,1992.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,delta_new,22,POINT (-77.473656 38.916581),0.0,0.0
43028 Demerrit St,43028 Demerrit St,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.913073,-77.514684,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43028,,Demerrit,,St,,,,,,,,waterways - stream,1501+ feet,1668.0,,1830.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,delta_new,23,POINT (-77.514684 38.913073),1.4210854715202004e-14,0.0
4100B Westfax Dr,4100B Westfax Dr,Chantilly,VA,20151,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.899109,-77.453641,,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,4100B,,Westfax,,Dr,,,,,,,,No,1501+ feet,1683.0,,2490.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,delta_new,24,POINT (-77.453641 38.899109),1.5888218580782548e-14,1.5888218580782548e-14
40987 Misty Vale Cir,40987 Misty Vale Cir,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.951588,-77.5851,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,40987,,Misty Vale,,Cir,,,,,,,,No,1501+ feet,1714.0,,1719.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,delta_new,25,POINT (-77.5851 38.951588),0.0,0.0
25218 Beach Pl,25218 Beach Pl,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.921525,-77.540161,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,25218,,Beach,,Pl,,,,,,,,No,1501+ feet,1732.0,,2258.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,delta_new,26,POINT (-77.540161 38.921525),1.4210854715202004e-14,0.0
25294 Gothic Sq,25294 Gothic Sq,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.917961,-77.54063,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,25294,,Gothic,,Sq,,,,,,,,No,1501+ feet,1727.0,,1945.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,delta_new,27,POINT (-77.54063 38.917961),1.4210854715202004e-14,0.0
41196 Turkey Oak Dr,41196 Turkey Oak Dr,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.938342,-77.576925,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,41196,,Turkey Oak,,Dr,,,,,,,,No,1501+ feet,1724.0,,1738.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,delta_new,28,POINT (-77.576925 38.938342),0.0,7.105427357601002e-15
42181 Gentle Falls Dr,42181 Gentle Falls Dr,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.969106,-77.543008,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42181,,Gentle Falls,,Dr,,,,,,,,No,1501+ feet,1721.0,,2116.0,,,,3-way junction - BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,delta_new,29,POINT (-77.543008 38.969106),0.0,1.4692590414090267e-14
43530 Freeport Pl,43530 Freeport Pl,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.97122,-77.497029,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43530,,Freeport,,Pl,,,,,,,,No,1501+ feet,1719.0,,1668.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,delta_new,30,POINT (-77.497029 38.97122),0.0,0.0
22018 Ayr Hill Ct,22018 Ayr Hill Ct,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.007641,-77.520547,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,22018,,Ayr Hill,,Ct,,,,,,,,No,1501+ feet,1715.0,,2611.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,delta_new,31,POINT (-77.520547 39.007641),1.4210854715202004e-14,6.196473818446958e-15
42177 Gentle Falls Dr,42177 Gentle Falls Dr,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.969115,-77.54337,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42177,,Gentle Falls,,Dr,,,,,,,,No,1501+ feet,1730.0,,2232.0,,,,3-way junction - BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,delta_new,32,POINT (-77.54337 38.969115),0.0,1.4158936883631441e-14
24961 Devonian Dr,24961 Devonian Dr,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.927156,-77.549404,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24961,,Devonian,,Dr,,,,,,,,No,1501+ feet,2020.0,,1984.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,delta_new,33,POINT (-77.549404 38.927156),1.4210854715202004e-14,1.4210854715202004e-14
25545 Fretton Sq,25545 Fretton Sq,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.910446,-77.513598,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,25545,,Fretton,,Sq,,,,,,,,waterways - stream,1501+ feet,2010.0,,2784.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,delta_new,34,POINT (-77.513598 38.910446),1.4210854715202004e-14,0.0
26097 Jawaher Pl,26097 Jawaher Pl,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.894177,-77.575301,,HYMRVAXARS2,,Not Connected,Near Net,Commercial Building,571.0,248.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,26097,,Jawaher,,Pl,,,,,,,,No,1501+ feet,2008.0,,2269.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,delta_new,35,POINT (-77.575301 38.894177),1.4467200083606482e-15,6.9895185613536525e-15
42041 Bear Tooth Dr,42041 Bear Tooth Dr,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.929341,-77.548574,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42041,,Bear Tooth,,Dr,,,,,,,,No,1501+ feet,1989.0,,2415.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,delta_new,36,POINT (-77.548574 38.929341),1.4210854715202004e-14,7.105427357601002e-15
43072 Walnutgrove Ln,43072 Walnutgrove Ln,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.919357,-77.51268,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43072,,Walnutgrove,,Ln,,,,,,,,No,1501+ feet,1982.0,,2559.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,delta_new,37,POINT (-77.51268 38.919357),1.5888218580782548e-14,1.360476713470415e-14
42015 Zircon Dr,42015 Zircon Dr,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.926044,-77.549794,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42015,,Zircon,,Dr,,,,,,,,No,1501+ feet,2028.0,,2300.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,delta_new,38,POINT (-77.549794 38.926044),1.4210854715202004e-14,0.0
22965 White Ibis Dr,22965 White Ibis Dr,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.981869,-77.532797,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,22965,,White Ibis,,Dr,,,,,,,,No,1501+ feet,2066.0,,2596.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,delta_new,39,POINT (-77.532797 38.981869),1.5888218580782548e-14,6.595203239131161e-15
24973 Devonian Dr,24973 Devonian Dr,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.926767,-77.549638,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24973,,Devonian,,Dr,,,,,,,,No,1501+ feet,2061.0,,2144.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,delta_new,40,POINT (-77.549638 38.926767),1.4210854715202004e-14,0.0
14513H Lee Jackson Memorial Hwy,14513H Lee Jackson Memorial Hwy,Chantilly,VA,20151,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.900925,-77.449885,,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,14513H,,Lee Jackson Memorial,,Hwy,,,,,,,,waterways - stream,1501+ feet,2059.0,,2108.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,delta_new,41,POINT (-77.449885 38.900925),1.5888218580782548e-14,0.0
4200A Pleasant Valley Rd,4200A Pleasant Valley Rd,Chantilly,VA,20151,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.906384,-77.475654,,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,4200A,,Pleasant Valley,,Rd,,,,,,,,No,1501+ feet,2057.0,,2439.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,delta_new,42,POINT (-77.475654 38.906384),0.0,7.105427357601002e-15
44122 Mercure Cir,44122 Mercure Cir,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.984657,-77.482202,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,44122,,Mercure,,Cir,,,,,,,,No,1501+ feet,2052.0,,2764.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,delta_new,43,POINT (-77.482202 38.984657),4.9760158743868436e-15,0.0
43422 Stukely Dr,43422 Stukely Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.974177,-77.497062,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43422,,Stukely,,Dr,,,,,,,,No,1501+ feet,2040.0,,1834.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,delta_new,44,POINT (-77.497062 38.974177),0.0,7.105427357601002e-15
24800 Stone Pillar Dr,24800 Stone Pillar Dr,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.930847,-77.548092,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24800,,Stone Pillar,,Dr,,,,,,,,No,1501+ feet,2029.0,,2961.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,delta_new,45,POINT (-77.548092 38.930847),1.4210854715202004e-14,0.0
42071 Fremont Preserve Sq,42071 Fremont Preserve Sq,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.935309,-77.548692,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42071,,Fremont Preserve,,Sq,,,,,,,,No,1501+ feet,2029.0,,2345.0,,,,3-way junction - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,delta_new,46,POINT (-77.548692 38.935309),0.0,1.4210854715202004e-14
24342 Sparrow Pond Ct,24342 Sparrow Pond Ct,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.943454,-77.570729,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24342,,Sparrow Pond,,Ct,,,,,,,,No,1501+ feet,1979.0,,2822.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,delta_new,47,POINT (-77.570729 38.943454),0.0,0.0
42112 Fremont Preserve Sq,42112 Fremont Preserve Sq,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.934869,-77.546551,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42112,,Fremont Preserve,,Sq,,,,,,,,No,1501+ feet,1888.0,,2657.0,,,,3-way junction - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,delta_new,48,POINT (-77.546551 38.934869),0.0,1.5888218580782548e-14
21809 Wingfoot Ct,21809 Wingfoot Ct,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.013711,-77.511326,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,21809,,Wingfoot,,Ct,,,,,,,,waterways - ditch,1501+ feet,1883.0,,2673.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,,,delta_new,49,POINT (-77.511326 39.013711),1.4210854715202004e-14,0.0
24995 Coats Sq,24995 Coats Sq,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.926517,-77.55916,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24995,,Coats,,Sq,,,,,,,,No,1501+ feet,1880.0,,2538.0,,,,IAD06 - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,delta_new,50,POINT (-77.55916 38.926517),0.0,0.0
42306 Shoover Sq,42306 Shoover Sq,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.920022,-77.539818,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42306,,Shoover,,Sq,,,,,,,,No,1501+ feet,1869.0,,2297.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,delta_new,51,POINT (-77.539818 38.920022),1.4210854715202004e-14,7.105427357601002e-15
4180 Lafayette Center Dr,4180 Lafayette Center Dr,Chantilly,VA,20151,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.904874,-77.470571,,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,4180,,Lafayette Center,,Dr,,,,,,,,No,1501+ feet,1867.0,,2532.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,delta_new,52,POINT (-77.470571 38.904874),0.0,4.310621684157408e-15
40915 Braddock Rd,40915 Braddock Rd,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.92734,-77.589271,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,40915,,Braddock,,Rd,,,,,,,,No,1501+ feet,1880.0,,2891.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,delta_new,53,POINT (-77.589271 38.92734),0.0,7.105427357601002e-15
43039 Golf View Dr,43039 Golf View Dr,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.911078,-77.513959,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43039,,Golf View,,Dr,,,,,,,,waterways - stream,1501+ feet,1907.0,,2342.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,delta_new,54,POINT (-77.513959 38.911078),1.4210854715202004e-14,0.0
24658 Nettle Mill Sq,24658 Nettle Mill Sq,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.935314,-77.547817,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24658,,Nettle Mill,,Sq,,,,,,,,No,1501+ feet,1909.0,,2353.0,,,,3-way junction - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,delta_new,55,POINT (-77.547817 38.935314),0.0,1.5884583908491623e-14
42821 Heritage Oak Ct,42821 Heritage Oak Ct,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.008596,-77.520521,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42821,,Heritage Oak,,Ct,,,,,,,,No,1501+ feet,1963.0,,2252.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,delta_new,56,POINT (-77.520521 39.008596),1.4210854715202004e-14,1.5338709819584538e-14
